Seed,System,Method,Noise Level,Noise Percentage,Method name,Discovered Diff eq.,MSE of Diff eq.,MSE of trajectory,R^2 trajectory score,Out-of-sample R^2 score,Solver Status In-Sample,Solver Status OOS
42,Oscillator,LLM-SR (Filtered),Noise Level 3,0.1,"Oscillator: LLM-SR, Filtered, Noise Level 3",d²θ/dt² = 0.4626 * θ + -1.7772 * (θ ** 3),2.7942091784527623,0.3323629919981271,0.7334047637735028,-0.6724222536648254,Success,Success
50,Exponential Decay,LLM-SR,Noise Level 1,0.0,"Exp. Decay: LLM-SR, Noise Level 1",dy/dt = -0.2999 * y,5.2284665303419686e-08,1.6186690863956325e-06,0.9999997582419125,0.9999997582667705,Success,Success
50,Exponential Decay,LLM-SR,Noise Level 2,0.05,"Exp. Decay: LLM-SR, Noise Level 2",dy/dt = -0.3104 * y,0.0032248908714912028,0.008948914112134214,0.9986634251682105,0.9986634256067759,Success,Success
50,Exponential Decay,LLM-SR,Noise Level 3,0.1,"Exp. Decay: LLM-SR, Noise Level 3",dy/dt = 0.0103 * (y ** 3) + -0.1180 * (y ** 2),0.08269713064036352,0.17125908061293438,0.9744214131463962,,Success,Solver failure: Required step size is less than spacing between numbers.
50,Logistic Growth,LLM-SR,Noise Level 1,0.0,"Log Growth: LLM-SR, Noise Level 1",dP/dt = 1.0986 * P * (1.0 - P / 1000.0173),0.006087514898114344,0.11839898670203089,0.9999953549089011,0.9999972872509958,Success,Success
50,Logistic Growth,LLM-SR,Noise Level 2,0.05,"Log Growth: LLM-SR, Noise Level 2",dP/dt = 1.0901 * P * (1.0 - P / 999.9098),59.92617903297203,1.5237813072076998,0.9999402182131459,0.9999121715017083,Success,Success
50,Logistic Growth,LLM-SR,Noise Level 3,0.1,"Log Growth: LLM-SR, Noise Level 3",dP/dt = 1.0368 * P * (1.0 - P / 1003.1665),270.7242137834879,66.50815998718828,0.9973907170106349,0.9961018558587633,Success,Success
50,Oscillator,LLM-SR,Noise Level 1,0.0,"Oscillator: LLM-SR, Noise Level 1",d²θ/dt² = -3.2673 * sin(0.9979 * θ),4.573913880720417e-06,0.00011560423299718094,0.9999072714515554,0.9999911392298948,Success,Success
50,Oscillator,LLM-SR (Filtered),Noise Level 1,0.0,"Oscillator: LLM-SR, Filtered, Noise Level 1",d²θ/dt² = -3.3058 * sin(0.9762 * θ),0.0005061589238333947,0.0013261425202137267,0.9989362736316673,0.9988242218152278,Success,Success
50,Oscillator,LLM-SR,Noise Level 2,0.05,"Oscillator: LLM-SR, Noise Level 2",d²θ/dt² = -3.6886 * sin(1.0261 * θ),0.15232086080332402,0.41296064070224403,0.6687557212721182,0.4319075344442186,Success,Success
50,Oscillator,LLM-SR (Filtered),Noise Level 2,0.05,"Oscillator: LLM-SR, Filtered, Noise Level 2",d²θ/dt² = -3.8968 * θ + 0.8463 * (θ ** 3),0.06857734363726636,0.009528847649259108,0.99235671404103,0.38776975625171417,Success,Success
50,Oscillator,LLM-SR,Noise Level 3,0.1,"Oscillator: LLM-SR, Noise Level 3",d²θ/dt² = -1.7941 * θ + -0.3517 * (θ ** 3),0.3886406898570122,0.0361802176601069,0.9709790984374198,-1.1610918377695945,Success,Success
50,Oscillator,LLM-SR (Filtered),Noise Level 3,0.1,"Oscillator: LLM-SR, Filtered, Noise Level 3",d²θ/dt² = -3.6278 * sin(0.8001 * θ),0.021412083932315803,0.002479158208570722,0.9980114158791166,0.8215053516957332,Success,Success
100,Exponential Decay,LLM-SR,Noise Level 1,0.0,"Exp. Decay: LLM-SR, Noise Level 1",dy/dt = -0.2999 * y,5.2284665303419686e-08,1.6186690863956325e-06,0.9999997582419125,0.9999997582667705,Success,Success
100,Exponential Decay,LLM-SR,Noise Level 2,0.05,"Exp. Decay: LLM-SR, Noise Level 2",dy/dt = -0.3060 * y,0.0024935187211884246,0.003046745275845205,0.9995449500348822,0.9995449500828965,Success,Success
100,Exponential Decay,LLM-SR,Noise Level 3,0.1,"Exp. Decay: LLM-SR, Noise Level 3",dy/dt = -0.1198 * exp(+ 0.4070 * y),0.6851064690411964,0.9880796124609698,0.8524242913417851,0.5277797357842072,Success,Success
100,Logistic Growth,LLM-SR,Noise Level 1,0.0,"Log Growth: LLM-SR, Noise Level 1",dP/dt = 1.0986 * P * (1.0 - P / 1000.0173),0.006087514898114344,0.11839898670203089,0.9999953549089011,0.9999972872509958,Success,Success
100,Logistic Growth,LLM-SR,Noise Level 2,0.05,"Log Growth: LLM-SR, Noise Level 2",dP/dt = 1.0767 * P * (1.0 - P / 1001.1936),55.14536880486939,8.414023430629557,0.9996698966230025,0.9995105466046489,Success,Success
100,Logistic Growth,LLM-SR,Noise Level 3,0.1,"Log Growth: LLM-SR, Noise Level 3",dP/dt = 1.0201 * P * (1.0 - P / 1001.9858),232.40344509694555,104.62607401840067,0.9958952550298661,0.9936031079368215,Success,Success
100,Oscillator,LLM-SR,Noise Level 1,0.0,"Oscillator: LLM-SR, Noise Level 1",d²θ/dt² = -3.2673 * sin(0.9979 * θ),4.573913880720417e-06,0.00011560423299718094,0.9999072714515554,0.9999911392298948,Success,Success
100,Oscillator,LLM-SR (Filtered),Noise Level 1,0.0,"Oscillator: LLM-SR, Filtered, Noise Level 1",d²θ/dt² = -3.3058 * sin(0.9762 * θ),0.0005061589238333947,0.0013261425202137267,0.9989362736316673,0.9988242218152278,Success,Success
100,Oscillator,LLM-SR,Noise Level 2,0.05,"Oscillator: LLM-SR, Noise Level 2",d²θ/dt² = 0.0356 * θ + -1.2780 * (θ ** 3),1.5181937563880632,0.11648576397431622,0.9065643573098782,-1.1463757142798667,Success,Success
100,Oscillator,LLM-SR (Filtered),Noise Level 2,0.05,"Oscillator: LLM-SR, Filtered, Noise Level 2",d²θ/dt² = -2.2200 * sin(1.5183 * θ),1.0293696229085976,2.7150486789988975,-1.1777967504523752,0.875562883143137,Success,Success
100,Oscillator,LLM-SR,Noise Level 3,0.1,"Oscillator: LLM-SR, Noise Level 3",d²θ/dt² = 0.4875 * θ + -2.1033 * (θ ** 3),6.0060078520326625,1.7518869042430254,-0.4052247522233401,-0.9039805798793841,Success,Success
100,Oscillator,LLM-SR (Filtered),Noise Level 3,0.1,"Oscillator: LLM-SR, Filtered, Noise Level 3",d²θ/dt² = -2.4083 * θ + -0.3839 * (θ ** 3),1.1348721326296152,1.5805632491119173,-0.26780250182091825,0.512124868661598,Success,Success
